title,actor,writer,genre,country,director,rating,score,year,release,runtime
Starter for 10,James McAvoy,David Nicholls,Comedy,UK,Tom Vaughan,PG-13,6.7,2006,9-3-2007,92
Miss Potter,Renée Zellweger,Richard Maltby Jr.,Biography,UK,Chris Noonan,PG,7,2006,9-3-2007,88
The Ultimate Gift,Drew Fuller,Cheryl McKay,Drama,USA,Michael O. Sajbel,PG,7.4,2006,9-3-2007,100
Lions for Lambs,Tom Cruise,Matthew Michael Carnahan,Drama,USA,Robert Redford,R,6.2,2007,9-11-2007,92
P2,Rachel Nichols,Alexandre Aja,Crime,USA,Franck Khalfoun,R,5.9,2007,9-11-2007,98
Fred Claus,Vince Vaughn,Dan Fogelman,Comedy,USA,David Dobkin,PG,5.6,2007,9-11-2007,116
Ma mère,Isabelle Huppert,Georges Bataille,Drama,France,Christophe Honoré,NC-17,5.1,2004,10-8-2007,110
Hombre lobo,Jason Behr,James DeMonaco,Action,Canada,James Isaac,R,4.6,2006,10-8-2007,110
Stardust,Charlie Cox,Jane Goldman,Adventure,UK,Matthew Vaughn,PG-13,7.7,2007,10-8-2007,127
Rush Hour 3,Jackie Chan,Jeff Nathanson,Action,USA,Brett Ratner,PG-13,6.2,2007,10-8-2007,91
Becoming Jane,Anne Hathaway,Jane Austen,Biography,UK,Julian Jarrold,PG,7.1,2007,10-8-2007,120
Después de la boda,Mads Mikkelsen,Susanne Bier,Drama,Denmark,Susanne Bier,R,7.8,2006,11-5-2007,120
28 Weeks Later,Jeremy Renner,Rowan Joffe,Drama,UK,Juan Carlos Fresnadillo,R,7,2007,11-5-2007,100
Georgia Rule,Jane Fonda,Mark Andrus,Comedy,USA,Garry Marshall,R,5.9,2007,11-5-2007,100
Harry Potter and the Order of the Phoenix,Daniel Radcliffe,Michael Goldenberg,Adventure,UK,David Yates,PG-13,7.5,2007,11-7-2007,138
Sospechas mortales,Emile Hirsch,Nick Cassavetes,Biography,Germany,Nick Cassavetes,R,6.9,2006,12-1-2007,117
Arthur and the Invisibles,Freddie Highmore,Céline Garcia,Animation,France,Luc Besson,PG,6,2006,12-1-2007,94
Curse of the Golden Flower,Yun-Fat Chow,Zhi-Hong Bian,Action,China,Yimou Zhang,R,7,2006,12-1-2007,100
Stomp the Yard,Columbus Short,Robert Adetuyi,Drama,USA,Sylvain White,PG-13,5.3,2007,12-1-2007,100
Primeval,Dominic Purcell,John Brancato,Action,USA,Michael Katleman,R,4.7,2007,12-1-2007,93
Across the Universe,Evan Rachel Wood,Dick Clement,Drama,USA,Julie Taymor,PG-13,7.4,2007,12-10-2007,133
Michael Clayton,George Clooney,Tony Gilroy,Crime,USA,Tony Gilroy,R,7.3,2007,12-10-2007,119
Elizabeth: The Golden Age,Cate Blanchett,William Nicholson,Biography,UK,Shekhar Kapur,PG-13,6.9,2007,12-10-2007,114
We Own the Night,Joaquin Phoenix,James Gray,Crime,USA,James Gray,R,6.9,2007,12-10-2007,117
Why Did I Get Married?,Tyler Perry,Tyler Perry,Comedy,USA,Tyler Perry,PG-13,5.7,2007,12-10-2007,100
The Diving Bell and the Butterfly,Mathieu Amalric,Ronald Harwood,Biography,France,Julian Schnabel,PG-13,8,2007,1-2-2008,112
The Savages,Laura Linney,Tamara Jenkins,Comedy,USA,Tamara Jenkins,R,7.2,2007,1-2-2008,114
Over Her Dead Body,Eva Longoria,Jeff Lowell,Comedy,USA,Jeff Lowell,PG-13,5.2,2008,1-2-2008,95
The Eye,Jessica Alba,Sebastian Gutierrez,Horror,USA,David Moreau,PG-13,5.4,2008,1-2-2008,98
Strange Wilderness,Steve Zahn,Peter Gaulke,Adventure,USA,Fred Wolf,R,5.3,2008,1-2-2008,100
El asesino de John Lennon,Chuck Cooper,J.P. Schaefer,Biography,Canada,J.P. Schaefer,R,5.7,2007,1-8-2008,84
The Mummy: Tomb of the Dragon Emperor,Brendan Fraser,Alfred Gough,Action,USA,Rob Cohen,PG-13,5.2,2008,1-8-2008,112
Swing Vote,Kevin Costner,Jason Richman,Comedy,USA,Joshua Michael Stern,PG-13,6.1,2008,1-8-2008,120
The Wackness,Josh Peck,Jonathan Levine,Comedy,UK,Jonathan Levine,R,7,2008,1-8-2008,99
As Tears Go By,Andy Lau,Jeffrey Lau,Crime,Hong Kong,Kar-Wai Wong,Not specified,7.1,1988,2-5-2008,102
XXY,Ricardo Darín,Lucía Puenzo,Drama,Argentina,Lucía Puenzo,UNRATED,7.1,2007,2-5-2008,86
Iron Man,Robert Downey Jr.,Mark Fergus,Action,USA,Jon Favreau,PG-13,7.9,2008,2-5-2008,126
Made of Honor,Patrick Dempsey,Adam Sztykiel,Comedy,USA,Paul Weiland,PG-13,5.9,2008,2-5-2008,101
Hancock,Will Smith,Vincent Ngo,Action,USA,Peter Berg,PG-13,6.4,2008,2-7-2008,92
Kit Kittredge: An American Girl,Abigail Breslin,Ann Peacock,Drama,USA,Patricia Rozema,G,6.6,2008,2-7-2008,101
Teeth,Jess Weixler,Mitchell Lichtenstein,Comedy,USA,Mitchell Lichtenstein,R,5.4,2007,3-4-2008,94
Nick and Norah's Infinite Playlist,Michael Cera,Lorene Scafaria,Comedy,USA,Peter Sollett,PG-13,6.7,2008,3-10-2008,90
Appaloosa,Ed Harris,Robert Knott,Crime,USA,Ed Harris,R,6.8,2008,3-10-2008,115
Good Dick,Marianna Palka,Marianna Palka,Comedy,USA,Marianna Palka,R,6.4,2008,3-10-2008,86
How to Lose Friends & Alienate People,Simon Pegg,Peter Straughan,Biography,UK,Robert B. Weide,R,6.5,2008,3-10-2008,110
Ceguera,Julianne Moore,José Saramago,Drama,Canada,Fernando Meirelles,R,6.6,2008,3-10-2008,121
Beverly Hills Chihuahua,Drew Barrymore,Analisa LaBianco,Adventure,USA,Raja Gosnell,PG,3.7,2008,3-10-2008,91
One Missed Call,Edward Burns,Andrew Klavan,Horror,Japan,Eric Valette,PG-13,4,2008,4-1-2008,87
Control,Sam Riley,Deborah Curtis,Biography,UK,Anton Corbijn,R,7.7,2007,4-4-2008,122
Noches púrpuras,Norah Jones,Kar-Wai Wong,Drama,Hong Kong,Kar-Wai Wong,PG-13,6.7,2007,4-4-2008,95
Under the Same Moon,Eugenio Derbez,Ligiah Villalobos,Adventure,Mexico,Patricia Riggen,PG-13,7.4,2007,4-4-2008,106
Nim's Island,Jodie Foster,Joseph Kwong,Adventure,USA,Jennifer Flackett,PG,6,2008,4-4-2008,96
The Ruins,Shawn Ashmore,Scott B. Smith,Horror,USA,Carter Smith,R,5.9,2008,4-4-2008,90
Leatherheads,George Clooney,Duncan Brantley,Comedy,USA,George Clooney,PG-13,6,2008,4-4-2008,114
Mongol: The Rise of Genghis Khan,Tadanobu Asano,Arif Aliev,Adventure,Russia,Sergei Bodrov,R,7.3,2007,4-7-2008,126
Boy A,Andrew Garfield,Jonathan Trigell,Drama,UK,John Crowley,R,7.7,2007,4-9-2008,102
"Surfer, Dude",Matthew McConaughey,S.R. Bindler,Comedy,USA,S.R. Bindler,R,4.7,2008,5-9-2008,100
Bangkok Dangerous,Nicolas Cage,Jason Richman,Action,USA,Danny Pang,R,5.4,2008,5-9-2008,99
Transsiberian,Woody Harrelson,Brad Anderson,Crime,UK,Brad Anderson,R,6.7,2008,5-9-2008,111
Bottle Shock,Chris Pine,Jody Savin,Comedy,USA,Randall Miller,PG-13,6.8,2008,5-9-2008,110
Punisher: War Zone,Ray Stevenson,Nick Santora,Action,USA,Lexi Alexander,R,6,2008,5-12-2008,103
Cadillac Records,Adrien Brody,Darnell Martin,Biography,USA,Darnell Martin,R,7,2008,5-12-2008,109
Kung Fu Panda,Jack Black,Jonathan Aibel,Animation,USA,Mark Osborne,PG,7.6,2008,6-6-2008,92
You Don't Mess with the Zohan,Adam Sandler,Adam Sandler,Action,USA,Dennis Dugan,PG-13,5.5,2008,6-6-2008,113
Pineapple Express,Seth Rogen,Seth Rogen,Action,USA,David Gordon Green,R,7,2008,6-8-2008,111
The Sisterhood of the Traveling Pants 2,America Ferrera,Elizabeth Chandler,Comedy,USA,Sanaa Hamri,PG-13,6.2,2008,6-8-2008,119
The Bank Job,Jason Statham,Dick Clement,Crime,UK,Roger Donaldson,R,7.3,2008,7-3-2008,111
"10,000 BC",Camilla Belle,Roland Emmerich,Action,USA,Roland Emmerich,PG-13,5.1,2008,7-3-2008,109
Miss Pettigrew Lives for a Day,Frances McDormand,David Magee,Comedy,UK,Bharat Nalluri,PG-13,7.1,2008,7-3-2008,92
College Road Trip,Raven-Symoné,Emi Mochizuki,Adventure,USA,Roger Kumble,G,4.3,2008,7-3-2008,83
Battle in Seattle,André Benjamin,Stuart Townsend,Action,Canada,Stuart Townsend,R,6.7,2007,7-5-2008,99
The Midnight Meat Train,Vinnie Jones,Jeff Buhler,Horror,USA,Ryûhei Kitamura,R,6.1,2008,7-8-2008,98
The Unknown Woman,Kseniya Rappoport,Giuseppe Tornatore,Drama,Italy,Giuseppe Tornatore,R,7.5,2006,7-11-2008,118
Un par nada ejemplar,Paul Rudd,Timothy Dowling,Comedy,Germany,David Wain,R,6.9,2008,7-11-2008,99
Madagascar: Escape 2 Africa,Ben Stiller,Etan Cohen,Animation,USA,Eric Darnell,PG,6.7,2008,7-11-2008,89
Rachel Getting Married,Anne Hathaway,Jenny Lumet,Drama,USA,Jonathan Demme,R,6.7,2008,7-11-2008,113
Soul Men,Samuel L. Jackson,Robert Ramsey,Comedy,USA,Malcolm D. Lee,R,6.5,2008,7-11-2008,100
Fool's Gold,Matthew McConaughey,John Claflin,Action,USA,Andy Tennant,PG-13,5.7,2008,8-2-2008,112
"Welcome Home, Roscoe Jenkins",Martin Lawrence,Malcolm D. Lee,Comedy,USA,Malcolm D. Lee,PG-13,5.4,2008,8-2-2008,100
Tell No One,François Cluzet,Guillaume Canet,Crime,France,Guillaume Canet,UNRATED,7.6,2006,8-8-2008,131
Then She Found Me,Helen Hunt,Alice Arlen,Comedy,USA,Helen Hunt,R,6,2007,9-5-2008,100
What Happens in Vegas,Cameron Diaz,Dana Fox,Comedy,USA,Tom Vaughan,PG-13,6.1,2008,9-5-2008,99
Speed Racer,Emile Hirsch,Lilly Wachowski,Action,USA,Lana Wachowski,PG,6,2008,9-5-2008,135
Redbelt,Chiwetel Ejiofor,David Mamet,Drama,USA,David Mamet,R,6.8,2008,9-5-2008,99
The Red Baron,Matthias Schweighöfer,Nikolai Müllerschön,Action,Germany,Nikolai Müllerschön,PG-13,6.4,2008,10-4-2008,106
Body of Lies,Leonardo DiCaprio,William Monahan,Action,USA,Ridley Scott,R,7.1,2008,10-10-2008,128
The Duchess,Keira Knightley,Jeffrey Hatcher,Biography,UK,Saul Dibb,PG-13,6.9,2008,10-10-2008,110
City of Ember,Saoirse Ronan,Caroline Thompson,Adventure,USA,Gil Kenan,PG,6.5,2008,10-10-2008,90
Quarantine,Jennifer Carpenter,John Erick Dowdle,Horror,USA,John Erick Dowdle,R,6,2008,10-10-2008,89
The Express,Rob Brown,Charles Leavitt,Biography,USA,Gary Fleder,PG,7.3,2008,10-10-2008,130
Atonement,Keira Knightley,Ian McEwan,Drama,UK,Joe Wright,R,7.8,2007,11-1-2008,123
The Orphanage,Belén Rueda,Sergio G. Sánchez,Drama,Spain,J.A. Bayona,R,7.5,2007,11-1-2008,105
The Bucket List,Jack Nicholson,Justin Zackham,Adventure,USA,Rob Reiner,PG-13,7.4,2007,11-1-2008,97
The Kite Runner,Khalid Abdalla,David Benioff,Drama,USA,Marc Forster,PG-13,7.6,2007,11-1-2008,128
In the Name of the King: A Dungeon Siege Tale,Jason Statham,Doug Taylor,Action,Germany,Uwe Boll,PG-13,3.8,2007,11-1-2008,127
First Sunday,Ice Cube,David E. Talbert,Comedy,USA,David E. Talbert,PG-13,4.3,2008,11-1-2008,100
Priceless,Audrey Tautou,Pierre Salvadori,Comedy,France,Pierre Salvadori,PG-13,7,2006,11-4-2008,106
Street Kings,Keanu Reeves,James Ellroy,Action,USA,David Ayer,R,6.8,2008,11-4-2008,109
Prom Night,Brittany Snow,J.S. Cardone,Horror,USA,Nelson McCormick,PG-13,3.9,2008,11-4-2008,88
Pathology,Alyssa Milano,Mark Neveldine,Crime,USA,Marc Schölermann,R,6,2008,11-4-2008,95
Hellboy II: The Golden Army,Ron Perlman,Guillermo del Toro,Action,USA,Guillermo del Toro,PG-13,7,2008,11-7-2008,120
Journey to the Center of the Earth,Brendan Fraser,Michael D. Weiss,Action,USA,Eric Brevig,PG,5.8,2008,11-7-2008,93
Meet Dave,Eddie Murphy,Rob Greenberg,Adventure,USA,Brian Robbins,PG,4.9,2008,11-7-2008,90
Snow Angels,Kate Beckinsale,David Gordon Green,Drama,USA,David Gordon Green,R,6.9,2007,11-9-2008,107
Dream Boy,Stephan Bender,James Bolton,Drama,USA,James Bolton,R,6.2,2008,11-12-2008,90
Pretty Ugly People,Missi Pyle,Tate Taylor,Comedy,USA,Tate Taylor,R,5,2008,12-4-2008,99
Burn After Reading,Brad Pitt,Joel Coen,Comedy,USA,Ethan Coen,R,7,2008,12-9-2008,96
The Women,Meg Ryan,Diane English,Comedy,USA,Diane English,PG-13,4.9,2008,12-9-2008,114
Righteous Kill,Robert De Niro,Russell Gewirtz,Action,USA,Jon Avnet,R,6,2008,12-9-2008,101
The Family That Preys,Kathy Bates,Tyler Perry,Drama,USA,Tyler Perry,PG-13,5.4,2008,12-9-2008,100
Let the Right One In,Kåre Hedebrant,John Ajvide Lindqvist,Drama,Sweden,Tomas Alfredson,R,7.9,2008,12-12-2008,115
The Day the Earth Stood Still,Keanu Reeves,David Scarpa,Drama,USA,Scott Derrickson,PG-13,5.5,2008,12-12-2008,104
X-Men Origins: Wolverine,Hugh Jackman,David Benioff,Action,USA,Gavin Hood,PG-13,6.7,2009,1-5-2009,107
Ghosts of Girlfriends Past,Matthew McConaughey,Jon Lucas,Comedy,USA,Mark Waters,PG-13,5.8,2009,1-5-2009,100
Public Enemies,Christian Bale,Ronan Bennett,Biography,USA,Michael Mann,R,7,2009,1-7-2009,140
Ice Age: Dawn of the Dinosaurs,Ray Romano,Peter Ackerman,Animation,USA,Carlos Saldanha,PG,7,2009,1-7-2009,94
Summer Wars,Ryûnosuke Kamiki,Mamoru Hosoda,Animation,Japan,Mamoru Hosoda,PG,7.6,2009,1-8-2009,114
Zombieland,Jesse Eisenberg,Rhett Reese,Adventure,USA,Ruben Fleischer,R,7.7,2009,2-10-2009,88
The Invention of Lying,Ricky Gervais,Ricky Gervais,Comedy,USA,Ricky Gervais,PG-13,6.4,2009,2-10-2009,100
Whip It,Ellen Page,Shauna Cross,Drama,USA,Drew Barrymore,PG-13,6.9,2009,2-10-2009,111
Fast & Furious,Vin Diesel,Chris Morgan,Action,USA,Justin Lin,PG-13,6.6,2009,3-4-2009,107
Adventureland,Jesse Eisenberg,Greg Mottola,Comedy,USA,Greg Mottola,R,6.8,2009,3-4-2009,100
Whatever Works,Evan Rachel Wood,Woody Allen,Comedy,USA,Woody Allen,PG-13,7.2,2009,3-7-2009,93
Killshot,Thomas Jane,Hossein Amini,Crime,USA,John Madden,R,6,2008,4-9-2009,95
Gamer,Gerard Butler,Mark Neveldine,Action,USA,Mark Neveldine,R,5.8,2009,4-9-2009,95
Extract,Jason Bateman,Mike Judge,Comedy,USA,Mike Judge,R,6.2,2009,4-9-2009,92
In the Loop,Tom Hollander,Jesse Armstrong,Comedy,UK,Armando Iannucci,NOT RATED,7.5,2009,4-9-2009,106
All About Steve,Sandra Bullock,Kim Barker,Comedy,USA,Phil Traill,PG-13,4.8,2009,4-9-2009,99
Red Cliff,Tony Chiu-Wai Leung,John Woo,Action,China,John Woo,R,7.4,2008,4-12-2009,150
The Merry Gentleman,Michael Keaton,Ron Lazzeretti,Crime,USA,Michael Keaton,R,6.6,2008,4-12-2009,110
Brothers,Jake Gyllenhaal,David Benioff,Drama,USA,Jim Sheridan,R,7.1,2009,4-12-2009,105
Everybody's Fine,Robert De Niro,Kirk Jones,Adventure,USA,Kirk Jones,PG-13,7.2,2009,4-12-2009,100
Armored,Columbus Short,James V. Simpson,Action,USA,Nimród Antal,PG-13,5.7,2009,4-12-2009,88
The Messenger,Ben Foster,Alessandro Camon,Drama,USA,Oren Moverman,R,7.2,2009,4-12-2009,113
The Hangover,Zach Galifianakis,Jon Lucas,Comedy,USA,Todd Phillips,R,7.8,2009,5-6-2009,100
Land of the Lost,Will Ferrell,Chris Henchy,Adventure,USA,Brad Silberling,PG-13,5.4,2009,5-6-2009,102
My Life in Ruins,Nia Vardalos,Mike Reiss,Comedy,USA,Donald Petrie,PG-13,5.9,2009,5-6-2009,98
Rewind,Karra Elejalde,Nacho Vigalondo,Horror,Spain,Nacho Vigalondo,R,7.2,2007,6-2-2009,92
Coraline,Dakota Fanning,Henry Selick,Animation,USA,Henry Selick,PG,7.7,2009,6-2-2009,100
A él no le gustas tanto,Jennifer Aniston,Abby Kohn,Comedy,Germany,Ken Kwapis,PG-13,6.4,2009,6-2-2009,129
Push,Camilla Belle,David Bourla,Action,USA,Paul McGuigan,PG-13,6.1,2009,6-2-2009,111
The Pink Panther 2,Steve Martin,Scott Neustadter,Adventure,USA,Harald Zwart,PG,5.6,2009,6-2-2009,92
Watchmen,Jackie Earle Haley,David Hayter,Action,USA,Zack Snyder,R,7.6,2009,6-3-2009,162
About Elly,Golshifteh Farahani,Asghar Farhadi,Drama,Iran,Asghar Farhadi,Not specified,8.1,2009,6-6-2009,119
A Serious Man,Michael Stuhlbarg,Joel Coen,Comedy,USA,Ethan Coen,R,7,2009,6-11-2009,106
The Men Who Stare at Goats,Ewan McGregor,Jon Ronson,Comedy,USA,Grant Heslov,R,6.2,2009,6-11-2009,94
The Box,Cameron Diaz,Richard Kelly,Drama,USA,Richard Kelly,PG-13,5.6,2009,6-11-2009,115
The Fourth Kind,Milla Jovovich,Olatunde Osunsanmi,Mystery,USA,Olatunde Osunsanmi,PG-13,5.9,2009,6-11-2009,98
A Christmas Carol,Jim Carrey,Robert Zemeckis,Animation,USA,Robert Zemeckis,PG,6.8,2009,6-11-2009,96
Bitch Slap,Julia Voth,Rick Jacobson,Action,USA,Rick Jacobson,R,4.5,2009,6-11-2009,109
Coco Before Chanel,Audrey Tautou,Edmonde Charles-Roux,Biography,France,Anne Fontaine,PG-13,6.7,2009,6-11-2009,105
500 Days of Summer,Zooey Deschanel,Scott Neustadter,Comedy,USA,Marc Webb,PG-13,7.7,2009,7-8-2009,95
G.I. Joe: The Rise of Cobra,Dennis Quaid,Stuart Beattie,Action,USA,Stephen Sommers,PG-13,5.8,2009,7-8-2009,118
Julie & Julia,Amy Adams,Nora Ephron,Biography,USA,Nora Ephron,PG-13,7,2009,7-8-2009,118
A Perfect Getaway,Milla Jovovich,David Twohy,Adventure,USA,David Twohy,R,6.5,2009,7-8-2009,98
Star Trek,Chris Pine,Roberto Orci,Action,USA,J.J. Abrams,PG-13,8,2009,8-5-2009,127
The Girlfriend Experience,Sasha Grey,David Levien,Drama,USA,Steven Soderbergh,R,5.5,2009,8-7-2009,77
Gran Torino,Clint Eastwood,Nick Schenk,Drama,Germany,Clint Eastwood,R,8.2,2008,9-1-2009,116
Bride Wars,Kate Hudson,Greg DePaul,Comedy,USA,Gary Winick,PG,5.5,2009,9-1-2009,89
The Unborn,Odette Annable,David S. Goyer,Drama,USA,David S. Goyer,PG-13,4.8,2009,9-1-2009,88
Dead Snow,Jeppe Beck Laursen,Tommy Wirkola,Comedy,Norway,Tommy Wirkola,NOT RATED,6.3,2009,9-1-2009,100
9,Elijah Wood,Pamela Pettler,Animation,USA,Shane Acker,PG-13,7.1,2009,9-9-2009,79
Bright Star,Abbie Cornish,Jane Campion,Biography,UK,Jane Campion,PG,7,2009,9-10-2009,119
Couples Retreat,Vince Vaughn,Jon Favreau,Comedy,USA,Peter Billingsley,PG-13,5.5,2009,9-10-2009,113
Gomorrah,Gianfelice Imparato,Roberto Saviano,Crime,Italy,Matteo Garrone,NOT RATED,7,2008,10-4-2009,137
Dragonball: Evolution,Justin Chatwin,Ben Ramsey,Action,USA,James Wong,PG,2.6,2009,10-4-2009,85
Hannah Montana: The Movie,Miley Cyrus,Dan Berendsen,Comedy,USA,Peter Chelsom,G,4.3,2009,10-4-2009,102
Observe and Report,Seth Rogen,Jody Hill,Comedy,USA,Jody Hill,R,5.8,2009,10-4-2009,86
Moon,Sam Rockwell,Duncan Jones,Drama,UK,Duncan Jones,R,7.9,2009,10-7-2009,97
Brüno,Sacha Baron Cohen,Sacha Baron Cohen,Comedy,USA,Larry Charles,R,5.8,2009,10-7-2009,81
"I Love You, Beth Cooper",Hayden Panettiere,Larry Doyle,Comedy,Canada,Chris Columbus,PG-13,5.3,2009,10-7-2009,102
The Secret of Kells,Evan McGuire,Tomm Moore,Animation,France,Tomm Moore,NOT RATED,7.7,2009,11-2-2009,100
Whiteout,Kate Beckinsale,Jon Hoeber,Action,USA,Dominic Sena,R,5.5,2009,11-9-2009,101
Sorority Row,Briana Evigan,Josh Stolberg,Horror,USA,Stewart Hendler,R,5.1,2009,11-9-2009,101
I Can Do Bad All by Myself,Tyler Perry,Tyler Perry,Comedy,USA,Tyler Perry,PG-13,4.2,2009,11-9-2009,100
Dogtooth,Christos Stergioglou,Efthymis Filippou,Drama,Greece,Yorgos Lanthimos,UNRATED,7.3,2009,11-11-2009,94
Today's Special,Kevin Breznahan,Aasif Mandvi,Comedy,USA,David Kaplan,R,6.7,2009,11-11-2009,99
The Princess and the Frog,Anika Noni Rose,Ron Clements,Animation,USA,Ron Clements,G,7.1,2009,11-12-2009,97
Invictus,Morgan Freeman,Anthony Peckham,Biography,USA,Clint Eastwood,PG-13,7.4,2009,11-12-2009,134
The Boondock Saints II: All Saints Day,Sean Patrick Flanery,Troy Duffy,Action,USA,Troy Duffy,R,6.3,2009,11-12-2009,118
Bad Lieutenant: Port of Call New Orleans,Nicolas Cage,William M. Finkelstein,Crime,USA,Werner Herzog,R,6.7,2009,11-12-2009,122
The Limits of Control,Isaach De Bankolé,Jim Jarmusch,Crime,USA,Jim Jarmusch,R,6.3,2009,11-12-2009,116
The Taking of Pelham 123,Denzel Washington,Brian Helgeland,Action,USA,Tony Scott,R,6.4,2009,12-6-2009,106
Outlander,Jim Caviezel,Dirk Blackman,Action,USA,Howard McCain,R,6.3,2008,1-4-2010,115
The Last Airbender,Noah Ringer,M. Night Shyamalan,Action,USA,M. Night Shyamalan,PG,4.2,2010,1-7-2010,103
The American,George Clooney,Rowan Joffe,Crime,USA,Anton Corbijn,R,6.3,2010,1-9-2010,105
Case 39,Renée Zellweger,Ray Wright,Horror,USA,Christian Alvart,R,6.2,2009,1-10-2010,109
Arthur and the Revenge of Maltazard,Freddie Highmore,Patrice Garcia,Animation,France,Luc Besson,PG,5.3,2009,1-10-2010,93
The Social Network,Jesse Eisenberg,Aaron Sorkin,Biography,USA,David Fincher,PG-13,7.7,2010,1-10-2010,120
Let Me In,Kodi Smit-McPhee,Matt Reeves,Drama,UK,Matt Reeves,R,7.2,2010,1-10-2010,116
Hatchet,Kane Hodder,Adam Green,Comedy,USA,Adam Green,R,5.7,2006,2-4-2010,84
Clash of the Titans,Sam Worthington,Travis Beacham,Action,USA,Louis Leterrier,PG-13,5.8,2010,2-4-2010,106
The Oxford Murders,Elijah Wood,Álex de la Iglesia,Crime,Spain,Álex de la Iglesia,R,6.1,2008,2-7-2010,104
Animal Kingdom,James Frecheville,David Michôd,Crime,Australia,David Michôd,R,7.3,2010,3-6-2010,113
Machete,Danny Trejo,Robert Rodriguez,Action,USA,Ethan Maniquis,R,6.6,2010,3-9-2010,105
Going the Distance,Drew Barrymore,Geoff LaTulippe,Comedy,USA,Nanette Burstein,R,6.3,2010,3-9-2010,100
Fair Game,Naomi Watts,Jez Butterworth,Biography,USA,Doug Liman,PG-13,6.8,2010,3-12-2010,108
The Warrior's Way,Dong-gun Jang,Sngmoo Lee,Action,New Zealand,Sngmoo Lee,R,6.3,2010,3-12-2010,100
Splice: experimento mortal,Adrien Brody,Vincenzo Natali,Drama,Canada,Vincenzo Natali,R,5.8,2009,4-6-2010,104
Get Him to the Greek,Jonah Hill,Nicholas Stoller,Comedy,USA,Nicholas Stoller,R,6.4,2010,4-6-2010,109
Frozen,Shawn Ashmore,Adam Green,Thriller,USA,Adam Green,R,6.2,2010,4-6-2010,93
Killers,Katherine Heigl,Bob DeRosa,Action,USA,Robert Luketic,PG-13,5.4,2010,4-6-2010,100
Marmaduke,Owen Wilson,Tim Rasmussen,Comedy,USA,Tom Dey,PG,4.2,2010,4-6-2010,100
A Single Man,Colin Firth,Christopher Isherwood,Drama,USA,Tom Ford,R,7.6,2009,5-2-2010,99
An Education,Carey Mulligan,Lynn Barber,Drama,UK,Lone Scherfig,PG-13,7.3,2009,5-2-2010,100
Crazy Heart,Jeff Bridges,Scott Cooper,Drama,USA,Scott Cooper,R,7.3,2009,5-2-2010,112
Dear John,Channing Tatum,Jamie Linden,Drama,USA,Lasse Hallström,PG-13,6.3,2010,5-2-2010,108
París en la Mira,John Travolta,Adi Hasak,Action,France,Pierre Morel,R,6.5,2010,5-2-2010,92
The White Ribbon,Christian Friedel,Michael Haneke,Drama,Germany,Michael Haneke,R,7.8,2009,5-3-2010,144
Brooklyn's Finest,Richard Gere,Michael C. Martin,Crime,USA,Antoine Fuqua,R,6.7,2009,5-3-2010,132
Alice in Wonderland,Mia Wasikowska,Linda Woolverton,Adventure,USA,Tim Burton,PG,6.5,2010,5-3-2010,108
Enter the Void,Nathaniel Brown,Gaspar Noé,Drama,France,Gaspar Noé,NOT RATED,7.3,2009,5-5-2010,161
The Man from Nowhere,Bin Won,Jeong-beom Lee,Action,South Korea,Jeong-beom Lee,R,7.8,2010,5-8-2010,119
Megamind,Will Ferrell,Alan Schoolcraft,Animation,USA,Tom McGrath,PG,7.3,2010,5-11-2010,95
Due Date,Robert Downey Jr.,Alan R. Cohen,Comedy,USA,Todd Phillips,R,6.6,2010,5-11-2010,95
Conviction,Hilary Swank,Pamela Gray,Biography,USA,Tony Goldwyn,R,7.2,2010,5-11-2010,107
For Colored Girls,Janet Jackson,Tyler Perry,Drama,USA,Tyler Perry,R,6,2010,5-11-2010,100
Red Hill,Ryan Kwanten,Patrick Hughes,Thriller,Australia,Patrick Hughes,R,6.4,2010,5-11-2010,95
Survival of the Dead,Alan Van Sprang,George A. Romero,Comedy,USA,George A. Romero,R,4.9,2009,6-5-2010,90
Middle Men,Luke Wilson,George Gallo,Comedy,USA,George Gallo,R,6.6,2009,6-8-2010,105
The Other Guys,Will Ferrell,Adam McKay,Action,USA,Adam McKay,PG-13,6.7,2010,6-8-2010,107
Step Up 3D,Sharni Vinson,Amy Andelson,Drama,USA,Jon M. Chu,PG-13,6.2,2010,6-8-2010,107
Twelve,Chace Crawford,Jordan Melamed,Action,USA,Joel Schumacher,R,5.7,2010,6-8-2010,100
Kaboom,Thomas Dekker,Gregg Araki,Comedy,USA,Gregg Araki,UNRATED,5.7,2010,6-10-2010,86
Iron Man 2,Robert Downey Jr.,Justin Theroux,Action,USA,Jon Favreau,PG-13,7,2010,7-5-2010,124
Four Lions,Will Adamsdale,Christopher Morris,Comedy,UK,Christopher Morris,R,7.3,2010,7-5-2010,97
Mutant Chronicles,Thomas Jane,Philip Eisner,Action,USA,Simon Hunter,R,5.2,2008,8-1-2010,111
The Imaginarium of Doctor Parnassus,Christopher Plummer,Terry Gilliam,Adventure,UK,Terry Gilliam,PG-13,6.8,2009,8-1-2010,123
The Young Victoria,Emily Blunt,Julian Fellowes,Biography,UK,Jean-Marc Vallée,PG,7.3,2009,8-1-2010,100
La hermandad,Ethan Hawke,Michael Spierig,Action,Australia,Michael Spierig,R,6.5,2009,8-1-2010,98
